Farmer,Record_ID_system_date,Record_ID_system_time,AIR_HUMIDITY,AIR_TEMPERATURE,CARBON_DIOXIDE,EVENT,LIGHT_INTENSITY,SHIELD_BATTERY_LEVEL,SHIELD_FW_VERSION,SHIELD_ID,SOIL_MOISTURE,SOIL_NITROGEN,SOIL_PHOSPHOROUS,SOIL_POTASSIUM,SOIL_TEMPERATURE,SPEAR_BATTERY_LEVEL,SPEAR_DATA,SPEAR_FW_VERSION,SPEAR_ID,STORE_TIMESTAMP_DATE,Store_timestamp_time,VALVE_POSITION,WATER_DISPENSED
TrayOne,14/07/2023,13:15:01,339,315,0,95,32,100.5161819,0.82.69,0102030405060708090a6407,1095,0,0,0,43,4196,010c0102030405060708090000021f030000030e0264100c022000040247040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,15:39:56,0,0
TrayOne2,14/07/2023,13:15:01,351,322,789,95,32,96.52622223,0.82.69,0102030405060708090a640a,22,138,55,51,43,4209,010c0102030405060708090000021f030000030e0271100c022000040216000a022b000804150300003e,0.0.3,1.02E+22,14/07/2023,16:01:26,0,0
TrayOne3,14/07/2023,13:15:01,346,323,439,95,32,96.6796875,0.82.69,0102030405060708090a640b,1155,217,217,177,36,4195,010c0102030405060708090000011f030000030e0263100402830405025a01090243010b02d9001d02d9001c02b1003e,0.0.3,1.02E+22,14/07/2023,16:08:10,0,0
TrayOne,14/07/2023,14:15:00,319,327,6,95,20,100.5161819,0.82.69,0102030405060708090a6407,1077,0,0,0,43,4203,010c0102030405060708090000021f030000030e026b100c021400040235040a022b000804060000003e,0.0.3,1.02E+22,14/07/2023,16:39:55,0,0
TrayOne2,14/07/2023,14:15:01,348,329,842,95,36,96.21931458,0.82.69,0102030405060708090a640a,23,136,56,51,43,4209,010c0102030405060708090000021f030000030e0271100c022400040217000a022b0008044a0300003e,0.0.3,1.02E+22,14/07/2023,17:04:45,0,0
TrayOne3,14/07/2023,14:15:01,341,328,454,95,24,96.6796875,0.82.69,0102030405060708090a640b,1092,228,228,197,36,4196,010c0102030405060708090000011f030000030e0264100402440405025501090248010b02e4001d02e4001c02c5003e,0.0.3,1.02E+22,14/07/2023,16:47:21,0,0
TrayOne,14/07/2023,15:15:01,324,319,2,95,4,100.5161819,0.82.69,0102030405060708090a6407,1094,0,0,0,43,4200,010c0102030405060708090000021f030000030e0268100c020400040246040a022b000804020000003e,0.0.3,1.02E+22,14/07/2023,17:39:55,0,0
TrayOne2,14/07/2023,15:15:01,322,331,901,95,4,95.45201111,0.82.69,0102030405060708090a640a,13,137,56,51,43,4214,010c0102030405060708090000021f030000030e0276100c02040004020d000a022b000804850300003e,0.0.3,1.02E+22,14/07/2023,18:01:29,0,0
TrayOne3,14/07/2023,15:15:02,331,330,570,95,0,96.6796875,0.82.69,0102030405060708090a640b,1095,206,206,168,36,4193,010c0102030405060708090000011f030000030e0261100402470405024b0109024a010b02ce001d02ce001c02a8003e,0.0.3,1.02E+22,14/07/2023,17:47:20,0,0
TrayOne,14/07/2023,16:15:01,328,316,0,95,0,99.90234375,0.82.69,0102030405060708090a6407,1092,0,0,0,43,4203,010c0102030405060708090000021f030000030e026b100c020000040244040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,18:39:56,0,0
TrayOne2,14/07/2023,16:15:01,339,316,832,95,0,95.29855347,0.82.69,0102030405060708090a640a,220,137,56,51,43,4211,010c0102030405060708090000021f030000030e0273100c0200000402dc000a022b000804400300003e,0.0.3,1.02E+22,14/07/2023,19:01:30,0,0
TrayOne3,14/07/2023,16:15:01,354,312,552,95,0,96.83315277,0.82.69,0102030405060708090a640b,1174,197,197,159,35,4200,010c0102030405060708090000011f030000030e0268100402960405026201090238010b02c5001d02c5001c029f003e,0.0.3,1.02E+22,14/07/2023,18:47:24,0,0
TrayOne,14/07/2023,17:15:00,322,317,0,95,0,92.68972778,0.82.69,0102030405060708090a6407,1097,0,0,0,43,4106,010c0102030405060708090000021f030000030e020a100c020000040249040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,19:39:57,0,0
TrayOne2,14/07/2023,17:15:01,337,314,777,95,0,93.15010834,0.82.69,0102030405060708090a640a,0,138,56,52,43,4046,010c0102030405060708090000021f030000030e02ce0f0c020000040200000a022b000804090300003e,0.0.3,1.02E+22,14/07/2023,20:01:32,0,0
TrayOne3,14/07/2023,17:15:01,356,310,490,95,0,94.37779236,0.82.69,0102030405060708090a640b,1007,178,178,142,35,4121,010c0102030405060708090000011f030000030e0219100402ef0305026401090236010b02b2001d02b2001c028e003e,0.0.3,1.02E+22,14/07/2023,19:47:18,0,0
TrayOne,14/07/2023,18:15:01,343,308,0,95,0,91.92243195,0.82.69,0102030405060708090a6407,1084,0,0,0,43,4090,010c0102030405060708090000021f030000030e02fa0f0c02000004023c040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,20:39:58,0,0
TrayOne2,14/07/2023,18:15:01,345,325,825,95,0,93.30357361,0.82.69,0102030405060708090a640a,11,138,65,60,43,4027,010c0102030405060708090000021f030000030e02bb0f0c02000004020b000a022b000804390300003e,0.0.3,1.02E+22,14/07/2023,21:01:35,0,0
TrayOne3,14/07/2023,18:15:02,382,317,513,95,0,93.76395416,0.82.69,0102030405060708090a640b,1163,144,152,118,35,4108,010c0102030405060708090000011f030000030e020c1004028b0405027e0109023d010b0290001d0298001c0276003e,0.0.3,1.02E+22,14/07/2023,20:47:17,0,0
TrayOne,14/07/2023,19:15:01,359,306,0,95,0,91.46205902,0.82.69,0102030405060708090a6407,1083,0,0,0,43,4077,010c0102030405060708090000021f030000030e02ed0f0c02000004023b040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,21:39:59,0,0
TrayOne2,14/07/2023,19:15:01,339,315,877,95,0,92.68972778,0.82.69,0102030405060708090a640a,11,161,105,96,42,4022,010c0102030405060708090000021f030000030e02b60f0c02000004020b000a022a0008046d0300003e,0.0.3,1.02E+22,14/07/2023,22:01:38,0,0
TrayOne3,14/07/2023,19:15:01,360,315,570,95,0,93.15010834,0.82.69,0102030405060708090a640b,1099,144,144,118,34,4090,010c0102030405060708090000011f030000030e02fa0f04024b040502680109023b010b0290001d0290001c0276003e,0.0.3,1.02E+22,14/07/2023,21:47:16,0,0
TrayOne,14/07/2023,20:15:00,349,316,0,95,0,91.15512848,0.82.69,0102030405060708090a6407,1087,0,0,0,43,4071,010c0102030405060708090000021f030000030e02e70f0c02000004023f040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,22:40:00,0,0
TrayOne2,14/07/2023,20:15:01,369,309,725,95,0,91.46205902,0.82.69,0102030405060708090a640a,178,255,86,78,42,4013,010c0102030405060708090000021f030000030e02ad0f0c0200000402b2000a022a000804d50200003e,0.0.3,1.02E+22,14/07/2023,23:01:41,0,0
TrayOne3,14/07/2023,20:15:01,362,315,539,95,0,92.53627014,0.82.69,0102030405060708090a640b,1088,137,137,104,34,4072,010c0102030405060708090000011f030000030e02e80f0402400405026a0109023b010b0289001d0289001c0268003e,0.0.3,1.02E+22,14/07/2023,22:47:17,0,0
TrayOne,14/07/2023,21:15:00,338,314,46,95,0,90.08091736,0.82.69,0102030405060708090a6407,1067,0,0,0,43,4066,010c0102030405060708090000021f030000030e02e20f0c02000004022b040a022b0008042e0000003e,0.0.3,1.02E+22,14/07/2023,23:40:02,0,0
TrayOne2,14/07/2023,21:15:00,348,318,766,95,0,91.46205902,0.82.69,0102030405060708090a640a,119,210,90,83,42,3979,010c0102030405060708090000021f030000030e028b0f0c020000040277000a022a000804fe0200003e,0.0.3,1.02E+22,15/07/2023,00:01:44,0,0
TrayOne3,14/07/2023,21:15:01,375,306,507,95,0,91.92243195,0.82.69,0102030405060708090a640b,1055,137,137,104,34,4053,010c0102030405060708090000011f030000030e02d50f04021f0405027701090232010b0289001d0289001c0268003e,0.0.3,1.02E+22,14/07/2023,23:47:17,0,0
TrayOne,14/07/2023,22:15:01,338,318,0,95,0,89.6205368,0.82.69,0102030405060708090a6407,1066,0,0,0,43,4055,010c0102030405060708090000021f030000030e02d70f0c02000004022a040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,00:40:04,0,0
TrayOne2,14/07/2023,22:15:01,353,317,854,95,0,90.54129791,0.82.69,0102030405060708090a640a,149,221,94,85,41,3998,010c0102030405060708090000021f030000030e029e0f0c020000040295000a0229000804560300003e,0.0.3,1.02E+22,14/07/2023,01:01:46,0,0
TrayOne3,14/07/2023,22:15:01,377,306,546,95,0,91.30859375,0.82.69,0102030405060708090a640b,1173,84,84,55,34,4043,010c0102030405060708090000011f030000030e02cb0f0402950405027901090232010b0254001d0254001c0237003e,0.0.3,1.02E+22,14/07/2023,00:47:17,0,0
TrayOne,14/07/2023,23:15:01,365,315,20,95,0,87.93247986,0.82.69,0102030405060708090a6407,1066,0,0,0,43,4053,010c0102030405060708090000021f030000030e02d50f0c02000004022a040a022b000804140000003e,0.0.3,1.02E+22,14/07/2023,01:40:05,0,0
TrayOne2,14/07/2023,23:15:01,376,308,829,95,0,89.31361389,0.82.69,0102030405060708090a640a,13,228,96,88,41,3992,010c0102030405060708090000021f030000030e02980f0c02000004020d000a02290008043d0300003e,0.0.3,1.02E+22,14/07/2023,02:01:49,0,0
TrayOne3,14/07/2023,23:15:01,381,314,488,95,0,91.15512848,0.82.69,0102030405060708090a640b,1030,78,78,50,34,4026,010c0102030405060708090000011f030000030e02ba0f0402060405027d0109023a010b024e001d024e001c0232003e,0.0.3,1.02E+22,14/07/2023,01:47:16,0,0
TrayOne,15/07/2023,00:15:00,360,312,0,95,0,87.62555695,0.82.69,0102030405060708090a6407,1061,0,0,0,43,4046,010c0102030405060708090000021f030000030e02ce0f0c020000040225040a022b000804000000003e,0.0.3,1.02E+22,14/07/2023,02:40:06,0,0
TrayOne2,15/07/2023,00:15:01,374,317,828,95,0,88.54631805,0.82.69,0102030405060708090a640a,6,236,101,92,41,3982,010c0102030405060708090000021f030000030e028e0f0c020000040206000a02290008043c0300003e,0.0.3,1.02E+22,14/07/2023,03:01:51,0,0
TrayOne3,15/07/2023,00:15:01,381,319,513,95,0,89.92745972,0.82.69,0102030405060708090a640b,1119,72,67,45,34,4008,010c0102030405060708090000011f030000030e02a80f04025f0405027d0109023f010b0248001d0243001c022d003e,0.0.3,1.02E+22,14/07/2023,02:47:17,0,0
TrayOne,15/07/2023,01:15:01,397,305,26,95,0,86.09096527,0.82.69,0102030405060708090a6407,1074,0,0,0,43,4042,010c0102030405060708090000021f030000030e02ca0f0c020000040232040a022b0008041a0000003e,0.0.3,1.02E+22,15/07/2023,03:40:08,0,0
TrayOne2,15/07/2023,01:15:01,374,312,846,95,0,87.16517639,0.82.69,0102030405060708090a640a,1,247,103,95,41,3969,010c0102030405060708090000021f030000030e02810f0c020000040201000a02290008044e0300003e,0.0.3,1.02E+22,15/07/2023,04:01:55,0,0
TrayOne3,15/07/2023,01:15:02,375,318,537,95,0,89.31361389,0.82.69,0102030405060708090a640b,1175,72,72,40,34,4008,010c0102030405060708090000011f030000030e02a80f040297040502770109023e010b0248001d0248001c0228003e,0.0.3,1.02E+22,15/07/2023,03:47:16,0,0
TrayOne,15/07/2023,02:15:01,382,304,0,95,0,85.9375,0.82.69,0102030405060708090a6407,1055,0,0,0,43,4042,010c0102030405060708090000021f030000030e02ca0f0c02000004021f040a022b000804000000003e,0.0.3,1.02E+22,15/07/2023,04:40:09,0,0
TrayOne2,15/07/2023,02:15:01,378,310,802,95,0,86.70479584,0.82.69,0102030405060708090a640a,11,1,106,96,41,3948,010c0102030405060708090000021f030000030e026c0f0c02000004020b000a0229000804220300003e,0.0.3,1.02E+22,15/07/2023,05:01:58,0,0
TrayOne3,15/07/2023,02:15:01,379,315,493,95,0,88.85323334,0.82.69,0102030405060708090a640b,1023,62,62,30,33,3992,010c0102030405060708090000011f030000030e02980f0402ff0305027b0109023b010b023e001d023e001c021e003e,0.0.3,1.02E+22,15/07/2023,04:47:17,0,0
TrayOne,15/07/2023,03:15:00,373,310,24,95,0,85.01673889,0.82.69,0102030405060708090a6407,1056,0,0,0,43,4034,010c0102030405060708090000021f030000030e02c20f0c020000040220040a022b000804180000003e,0.0.3,1.02E+22,15/07/2023,05:40:10,0,0
TrayOne2,15/07/2023,03:15:01,378,315,756,95,0,85.9375,0.82.69,0102030405060708090a640a,30,1,110,101,41,3932,010c0102030405060708090000021f030000030e025c0f0c02000004021e000a0229000804f40200003e,0.0.3,1.02E+22,15/07/2023,06:02:00,0,0
TrayOne3,15/07/2023,03:15:01,383,310,500,95,0,88.6997757,0.82.69,0102030405060708090a640b,1079,42,42,21,33,3985,010c0102030405060708090000011f030000030e02910f0402370405027f01090236010b022a001d022a001c0215003e,0.0.3,1.02E+22,15/07/2023,05:47:17,0,0
TrayOne,15/07/2023,04:15:00,370,313,21,95,0,84.4029007,0.82.69,0102030405060708090a6407,1066,0,0,0,43,4029,010c0102030405060708090000021f030000030e02bd0f0c02000004022a040a022b000804150000003e,0.0.3,1.02E+22,15/07/2023,06:40:11,0,0
TrayOne2,15/07/2023,04:15:00,380,315,833,95,4,89.16015625,0.82.69,0102030405060708090a640a,24,14,114,105,40,4129,010c0102030405060708090000021f030000030e0221100c020400040218000a0228000804410300003e,0.0.3,1.02E+22,15/07/2023,07:02:02,0,0
TrayOne3,15/07/2023,04:15:01,394,303,538,95,0,87.62555695,0.82.69,0102030405060708090a640b,1171,37,33,13,33,3977,010c0102030405060708090000011f030000030e02890f0402930405028a0109022f010b0225001d0221001c020d003e,0.0.3,1.02E+22,15/07/2023,06:47:17,0,0
TrayOne,15/07/2023,05:15:01,373,309,13,95,4,94.22432709,0.82.69,0102030405060708090a6407,1046,0,0,0,43,4196,010c0102030405060708090000021f030000030e0264100c020400040216040a022b0008040d0000003e,0.0.3,1.02E+22,15/07/2023,07:40:12,0,0
TrayOne2,15/07/2023,05:15:01,400,304,841,95,12,91.00167847,0.82.69,0102030405060708090a640a,25,24,107,97,40,4146,010c0102030405060708090000021f030000030e0232100c020c00040219000a0228000804490300003e,0.0.3,1.02E+22,15/07/2023,08:02:03,0,0
TrayOne3,15/07/2023,05:15:01,388,310,517,95,0,93.9174118,0.82.69,0102030405060708090a640b,1017,33,33,9,33,4077,010c0102030405060708090000011f030000030e02ed0f0402f90305028401090236010b0221001d0221001c0209003e,0.0.3,1.02E+22,15/07/2023,07:47:15,0,0
TrayOne,15/07/2023,06:15:00,384,304,3,95,16,97.75391388,0.82.69,0102030405060708090a6407,1056,0,0,0,43,4196,010c0102030405060708090000021f030000030e0264100c021000040220040a022b000804030000003e,0.0.3,1.02E+22,15/07/2023,08:40:11,0,0
TrayOne2,15/07/2023,06:15:01,394,307,723,95,24,92.9966507,0.82.69,0102030405060708090a640a,23,3,108,98,41,4159,010c0102030405060708090000021f030000030e023f100c021800040217000a0229000804d30200003e,0.0.3,1.02E+22,15/07/2023,09:02:04,0,0
TrayOne3,15/07/2023,06:15:01,398,313,540,95,8,95.1450882,0.82.69,0102030405060708090a640b,1041,24,24,5,33,4084,010c0102030405060708090000011f030000030e02f40f0402110405028e01090239010b0218001d0218001c0205003e,0.0.3,1.02E+22,15/07/2023,08:47:12,0,0
TrayOne,15/07/2023,07:15:01,421,305,2,95,20,96.6796875,0.82.69,0102030405060708090a6407,1056,0,0,0,43,4201,010c0102030405060708090000021f030000030e0269100c021400040220040a022b000804020000003e,0.0.3,1.02E+22,15/07/2023,09:40:10,0,0
TrayOne2,15/07/2023,07:15:01,391,311,721,95,32,94.99163055,0.82.69,0102030405060708090a640a,25,5,104,95,41,4172,010c0102030405060708090000021f030000030e024c100c022000040219000a0229000804d10200003e,0.0.3,1.02E+22,15/07/2023,10:02:05,0,0
TrayOne3,15/07/2023,07:15:02,397,305,508,95,8,96.0658493,0.82.69,0102030405060708090a640b,998,1,254,236,33,4106,010c0102030405060708090000011f030000030e020a100402e60305028d01090231010b0201001d02fe001c02ec003e,0.0.3,1.02E+22,15/07/2023,09:47:09,0,0
TrayOne,15/07/2023,08:15:01,395,304,0,95,24,96.0658493,0.82.69,0102030405060708090a6407,1066,0,0,0,44,4203,010c0102030405060708090000021f030000030e026b100c02180004022a040a022c000804000000003e,0.0.3,1.02E+22,15/07/2023,10:40:10,0,0
TrayOne2,15/07/2023,08:15:01,368,319,831,95,40,95.29855347,0.82.69,0102030405060708090a640a,11,255,95,87,41,4182,010c0102030405060708090000021f030000030e0256100c02280004020b000a02290008043f0300003e,0.0.3,1.02E+22,15/07/2023,11:02:07,0,0
TrayOne3,15/07/2023,08:15:01,406,305,487,95,8,96.37276459,0.82.69,0102030405060708090a640b,1023,240,240,220,33,4122,010c0102030405060708090000011f030000030e021a100402ff0305029601090231010b02f0001d02f0001c02dc003e,0.0.3,1.02E+22,15/07/2023,10:47:06,0,0
TrayOne,15/07/2023,09:15:00,352,315,0,95,24,97.75391388,0.82.69,0102030405060708090a6407,945,0,0,0,44,4190,010c0102030405060708090000011f030000030e025e100402b1030502600109023b010b0200001d0200001c0200003e,0.0.3,1.02E+22,15/07/2023,11:25:08,0,0
TrayOne2,15/07/2023,09:15:01,368,319,816,95,32,95.75892639,0.82.69,0102030405060708090a640a,663,255,95,87,41,4195,010c0102030405060708090000021f030000030e0263100c022000040297020a0229000804300300003e,0.0.3,1.02E+22,15/07/2023,12:02:06,0,0
TrayOne3,15/07/2023,09:15:01,379,308,460,95,12,96.37276459,0.82.69,0102030405060708090a640b,1035,237,234,217,33,4145,010c0102030405060708090000011f030000030e02311004020b0405027b01090234010b02ed001d02ea001c02d9003e,0.0.3,1.02E+22,15/07/2023,11:47:03,0,0
TrayOne,15/07/2023,10:15:00,373,304,6,95,24,100.5161819,0.82.69,0102030405060708090a6407,1077,0,0,0,44,4195,010c0102030405060708090000021f030000030e0263100c021800040235040a022c000804060000003e,0.0.3,1.02E+22,15/07/2023,12:40:11,0,0
TrayOne2,15/07/2023,10:15:00,374,310,750,95,36,95.1450882,0.82.69,0102030405060708090a640a,329,236,89,81,41,4198,010c0102030405060708090000021f030000030e0266100c022400040249010a0229000804ee0200003e,0.0.3,1.02E+22,15/07/2023,13:02:08,0,0
TrayOne3,15/07/2023,10:15:01,367,314,567,95,12,96.52622223,0.82.69,0102030405060708090a640b,1165,234,234,214,33,4169,010c0102030405060708090000011f030000030e02491004028d0405026f0109023a010b02ea001d02ea001c02d6003e,0.0.3,1.02E+22,15/07/2023,12:47:00,0,0
TrayOne,15/07/2023,11:15:01,346,307,0,95,28,99.74888611,0.82.69,0102030405060708090a6407,1049,0,0,0,44,4201,010c0102030405060708090000021f030000030e0269100c021c00040219040a022c000804000000003e,0.0.3,1.02E+22,15/07/2023,13:40:12,0,0
TrayOne2,15/07/2023,11:15:01,364,308,750,95,44,95.75892639,0.82.69,0102030405060708090a640a,631,220,91,83,41,4206,010c0102030405060708090000021f030000030e026e100c022c00040277020a0229000804ee0200003e,0.0.3,1.02E+22,15/07/2023,14:02:07,0,0
TrayOne3,15/07/2023,11:15:02,367,310,528,95,12,96.52622223,0.82.69,0102030405060708090a640b,1131,234,234,211,33,4190,010c0102030405060708090000011f030000030e025e1004026b0405026f01090236010b02ea001d02ea001c02d3003e,0.0.3,1.02E+22,15/07/2023,13:46:58,0,0
TrayOne,15/07/2023,12:15:01,344,316,0,95,28,98.828125,0.82.69,0102030405060708090a6407,1066,0,0,0,44,4201,010c0102030405060708090000021f030000030e0269100c021c0004022a040a022c000804000000003e,0.0.3,1.02E+22,15/07/2023,14:40:11,0,0
TrayOne2,15/07/2023,12:15:01,354,312,770,95,24,96.0658493,0.82.69,0102030405060708090a640a,0,223,92,85,42,4208,010c0102030405060708090000021f030000030e0270100c021800040200000a022a000804020300003e,0.0.3,1.02E+22,15/07/2023,15:02:09,0,0
TrayOne3,15/07/2023,12:15:01,365,309,475,95,12,96.6796875,0.82.69,0102030405060708090a640b,1062,228,228,211,33,4193,010c0102030405060708090000011f030000030e0261100402260405026d01090235010b02e4001d02e4001c02d3003e,0.0.3,1.02E+22,15/07/2023,14:46:55,0,0
TrayOne,15/07/2023,13:15:00,345,312,0,95,20,96.37276459,0.82.69,0102030405060708090a6407,1066,0,0,0,44,4203,010c0102030405060708090000021f030000030e026b100c02140004022a040a022c000804000000003e,0.0.3,1.02E+22,15/07/2023,15:40:12,0,0
TrayOne2,15/07/2023,13:15:01,352,319,806,95,24,95.45201111,0.82.69,0102030405060708090a640a,270,228,98,91,42,4212,010c0102030405060708090000021f030000030e0274100c02180004020e010a022a000804260300003e,0.0.3,1.02E+22,15/07/2023,16:02:10,0,0
TrayOne3,15/07/2023,13:15:01,356,320,494,95,8,96.52622223,0.82.69,0102030405060708090a640b,1048,225,222,203,33,4195,010c0102030405060708090000011f030000030e0263100402180405026401090240010b02e1001d02de001c02cb003e,0.0.3,1.02E+22,15/07/2023,15:46:54,0,0
TrayOne,15/07/2023,14:15:01,356,307,36,95,16,95.75892639,0.82.69,0102030405060708090a6407,1066,0,0,0,44,4201,010c0102030405060708090000021f030000030e0269100c02100004022a040a022c000804240000003e,0.0.3,1.02E+22,15/07/2023,16:40:12,0,0
TrayOne2,15/07/2023,14:15:01,358,310,814,95,28,96.0658493,0.82.69,0102030405060708090a640a,119,243,106,97,42,4211,010c0102030405060708090000021f030000030e0273100c021c00040277000a022a0008042e0300003e,0.0.3,1.02E+22,15/07/2023,17:02:12,0,0
TrayOne3,15/07/2023,14:15:02,362,315,494,95,4,96.52622223,0.82.69,0102030405060708090a640b,1161,209,209,191,33,4196,010c0102030405060708090000011f030000030e0264100402890405026a0109023b010b02d1001d02d1001c02bf003e,0.0.3,1.02E+22,15/07/2023,16:46:52,0,0
TrayOne,15/07/2023,15:15:00,366,309,3,95,12,96.6796875,0.82.69,0102030405060708090a6407,1077,0,0,0,44,4204,010c0102030405060708090000021f030000030e026c100c020c00040235040a022c000804030000003e,0.0.3,1.02E+22,15/07/2023,17:40:12,0,0
TrayOne2,15/07/2023,15:15:01,362,311,764,95,12,94.99163055,0.82.69,0102030405060708090a640a,667,3,104,96,42,4211,010c0102030405060708090000021f030000030e0273100c020c0004029b020a022a000804fc0200003e,0.0.3,1.02E+22,15/07/2023,18:02:14,0,0
TrayOne3,15/07/2023,15:15:01,360,313,483,95,4,96.52622223,0.82.69,0102030405060708090a640b,1165,214,214,193,33,4203,010c0102030405060708090000011f030000030e026b1004028d0405026801090239010b02d6001d02d6001c02c1003e,0.0.3,1.02E+22,15/07/2023,17:46:51,0,0
TrayOne,15/07/2023,16:15:00,371,308,0,95,0,96.83315277,0.82.69,0102030405060708090a6407,1080,0,0,0,44,4201,010c0102030405060708090000021f030000030e0269100c020000040238040a022c000804000000003e,0.0.3,1.02E+22,15/07/2023,18:40:13,0,0
TrayOne2,15/07/2023,16:15:01,365,313,747,95,0,95.75892639,0.82.69,0102030405060708090a640a,634,1,98,90,43,4214,010c0102030405060708090000021f030000030e0276100c02000004027a020a022b000804eb0200003e,0.0.3,1.02E+22,15/07/2023,19:02:14,0,0
TrayOne3,15/07/2023,16:15:01,361,307,499,95,0,96.6796875,0.82.69,0102030405060708090a640b,1135,209,209,191,33,4200,010c0102030405060708090000011f030000030e02681004026f0405026901090233010b02d1001d02d1001c02bf003e,0.0.3,1.02E+22,15/07/2023,18:46:49,0,0
TrayOne,15/07/2023,17:15:01,373,308,7,95,0,93.15010834,0.82.69,0102030405060708090a6407,1067,0,0,0,44,4114,010c0102030405060708090000021f030000030e0212100c02000004022b040a022c000804070000003e,0.0.3,1.02E+22,15/07/2023,19:40:14,0,0
TrayOne2,15/07/2023,17:15:01,384,315,851,95,0,92.84319305,0.82.69,0102030405060708090a640a,70,241,99,91,43,4043,010c0102030405060708090000021f030000030e02cb0f0c020000040246000a022b000804530300003e,0.0.3,1.02E+22,15/07/2023,20:02:16,0,0
TrayOne3,15/07/2023,17:15:02,364,307,497,95,0,94.07086945,0.82.69,0102030405060708090a640b,1028,199,199,187,33,4134,010c0102030405060708090000011f030000030e0226100402040405026c01090233010b02c7001d02c7001c02bb003e,0.0.3,1.02E+22,15/07/2023,19:46:48,0,0
TrayOne,15/07/2023,18:15:01,364,319,1,95,0,92.07588959,0.82.69,0102030405060708090a6407,1075,0,0,0,44,4095,010c0102030405060708090000021f030000030e02ff0f0c020000040233040a022c000804010000003e,0.0.3,1.02E+22,15/07/2023,20:40:15,0,0
TrayOne2,15/07/2023,18:15:01,348,314,832,95,0,92.53627014,0.82.69,0102030405060708090a640a,485,243,98,90,43,4032,010c0102030405060708090000021f030000030e02c00f0c0200000402e5010a022b000804400300003e,0.0.3,1.02E+22,15/07/2023,21:02:19,0,0
TrayOne3,15/07/2023,18:15:01,362,318,484,95,0,93.30357361,0.82.69,0102030405060708090a640b,993,199,201,184,33,4104,010c0102030405060708090000011f030000030e0208100402e10305026a0109023e010b02c7001d02c9001c02b8003e,0.0.3,1.02E+22,15/07/2023,20:46:48,0,0
TrayOne,15/07/2023,19:15:01,329,325,0,95,0,91.30859375,0.82.69,0102030405060708090a6407,1084,0,0,0,45,4082,010c0102030405060708090000021f030000030e02f20f0c02000004023c040a022d000804000000003e,0.0.3,1.02E+22,15/07/2023,21:40:15,0,0
TrayOne2,15/07/2023,19:15:01,344,328,769,95,0,92.3828125,0.82.69,0102030405060708090a640a,403,241,100,91,43,4022,010c0102030405060708090000021f030000030e02b60f0c020000040293010a022b000804010300003e,0.0.3,1.02E+22,15/07/2023,22:02:22,0,0
TrayOne3,15/07/2023,19:15:01,348,326,502,95,0,93.15010834,0.82.69,0102030405060708090a640b,1177,209,209,191,33,4088,010c0102030405060708090000011f030000030e02f80f0402990405025c01090246010b02d1001d02d1001c02bf003e,0.0.3,1.02E+22,15/07/2023,21:46:47,0,0
TrayOne,15/07/2023,20:15:01,366,307,12,95,0,91.30859375,0.82.69,0102030405060708090a6407,1070,0,0,0,45,4075,010c0102030405060708090000021f030000030e02eb0f0c02000004022e040a022d0008040c0000003e,0.0.3,1.02E+22,15/07/2023,22:40:17,0,0
TrayOne2,15/07/2023,20:15:01,360,316,747,95,0,91.7689743,0.82.69,0102030405060708090a640a,240,243,98,89,43,4011,010c0102030405060708090000021f030000030e02ab0f0c0200000402f0000a022b000804eb0200003e,0.0.3,1.02E+22,15/07/2023,23:02:25,0,0
TrayOne3,15/07/2023,20:15:02,364,319,533,95,0,92.07588959,0.82.69,0102030405060708090a640b,1099,201,201,184,33,4074,010c0102030405060708090000011f030000030e02ea0f04024b0405026c0109023f010b02c9001d02c9001c02b8003e,0.0.3,1.02E+22,15/07/2023,22:46:47,0,0
TrayOne,15/07/2023,21:15:01,347,316,33,95,0,90.38783264,0.82.69,0102030405060708090a6407,1069,0,0,0,44,4066,010c0102030405060708090000021f030000030e02e20f0c02000004022d040a022c000804210000003e,0.0.3,1.02E+22,15/07/2023,23:40:17,0,0
TrayOne2,15/07/2023,21:15:01,364,315,773,95,0,90.54129791,0.82.69,0102030405060708090a640a,328,239,98,89,43,4013,010c0102030405060708090000021f030000030e02ad0f0c020000040248010a022b000804050300003e,0.0.3,1.02E+22,16/07/2023,00:02:27,0,0
TrayOne3,15/07/2023,21:15:01,389,305,499,95,0,91.61550903,0.82.69,0102030405060708090a640b,1048,201,201,184,33,4059,010c0102030405060708090000011f030000030e02db0f0402180405028501090231010b02c9001d02c9001c02b8003e,0.0.3,1.02E+22,15/07/2023,23:46:47,0,0
TrayOne,15/07/2023,22:15:00,360,315,16,95,0,89.6205368,0.82.69,0102030405060708090a6407,1077,0,0,0,44,4055,010c0102030405060708090000021f030000030e02d70f0c020000040235040a022c000804100000003e,0.0.3,1.02E+22,15/07/2023,00:40:17,0,0
